1.000,1.92119,2.12804,2.45632,1.88952,1.97262,2.45083,2.06141,2.03980,2.04094,2.75386,1.87806,2.51363,2.65604,2.02990,2.07298,2.08305,2.62026,2.84323,2.08376,1.93307,2.08596,2.63498,2.91970,1.85573,1.80641,2.49685,2.55424,2.57017,2.07736,2.84283,2.61128,2.21239,1.94108,2.81816,1.92729,2.36904,2.23568,1.89887,2.91704,2.83926,2.18406,2.10110,2.34204,3.07623,2.30002,2.32859,2.70698,1.96532,2.45736,1.98324,1.91517,2.00256,2.11547,2.10468,2.01590,2.05582,2.83607,2.01273,2.10247,2.04059,2.29096,2.83941,2.15255,1.91072,2.16082,2.20333,1.97952,1.88804,2.07820,2.31995,2.15751,1.84636,1.91849,2.43652,1.95493,2.06736,2.62124,1.98339,1.91159,1.98740,2.55939,2.45409,2.21462,2.60519,1.91188,2.59947,2.37543,2.42277,2.55097,2.32647,2.11824,2.52718,2.00210,2.56615,3.06963,2.51519,1.94613,2.66323,2.18457,2.44921,
2.000,1.75598,3.61059,0.60758,2.01126,1.99797,4.31963,4.03579,3.43578,2.18760,0.23605,1.92252,3.54040,3.79762,0.72765,4.68232,0.76430,5.17756,5.56634,1.47584,0.74834,1.10984,1.50261,3.69871,2.79025,2.17806,0.71653,5.03952,2.50061,3.54891,4.18783,3.93897,1.20293,3.47045,2.86580,2.36227,3.35211,3.69717,4.19142,3.92918,4.05716,3.75251,3.27843,3.47292,4.37387,4.90265,1.70387,3.85147,1.64795,1.49205,1.35531,1.55006,11.11792,3.71963,3.36426,2.84405,3.40699,1.30599,2.99716,2.81487,4.72747,2.62170,3.39133,3.86644,3.20272,3.04934,3.64053,1.25631,2.55260,3.30936,4.06454,3.13833,2.28051,3.08846,3.89730,2.45028,3.95039,3.61024,1.37875,2.57806,0.98226,1.17813,5.15239,4.56750,1.03495,1.76382,3.82450,2.87157,2.93616,2.20804,3.32868,4.16872,3.49807,4.67118,3.91244,5.78100,0.71509,3.97583,3.90024,3.42359,3.35764,
3.000,3.03865,5.43795,2.39594,2.98303,3.38853,1.66129,2.48900,3.18514,1.15834,1.97524,2.97438,5.40535,4.27909,2.22333,3.05086,3.23436,4.04955,4.17733,3.58719,2.68867,2.28568,3.27195,4.79845,2.70592,3.58552,2.41157,7.41686,3.97348,2.28532,6.80252,4.97571,3.03006,2.73828,1.05614,4.30071,3.68840,6.14119,5.92978,5.83452,4.07960,3.28811,0.97500,2.45233,7.01399,7.48125,1.54697,5.67231,3.72944,3.88802,1.92286,2.11575,13.04695,2.45079,3.89653,5.55863,2.10107,3.28317,4.11590,4.06960,4.28262,3.24043,5.26649,2.09826,4.79626,4.02331,2.41597,3.11224,4.40203,4.11688,4.21679,2.93824,4.76222,4.02990,3.05036,4.53428,5.58810,3.14399,1.94179,3.87502,2.02191,2.76731,5.98589,2.87667,2.89861,2.47574,4.07023,5.27801,3.59608,4.46865,5.47144,7.02331,2.85142,5.28585,5.52034,22.81506,3.07233,4.91973,2.02009,2.88641,5.08505,
4.000,4.23790,3.58852,4.16271,4.16072,4.61870,3.97814,2.57801,5.11677,2.15063,1.16211,2.76258,6.65526,4.07421,3.05229,5.05465,3.59644,3.36606,6.54210,2.95480,3.65373,2.41711,3.68055,5.45593,1.94846,2.58725,3.63168,9.93440,2.65328,2.00817,9.80317,7.02902,3.43568,3.61521,2.99113,2.93572,4.23871,6.73253,4.98140,4.52507,2.98292,4.99699,2.88982,3.69576,7.26668,9.16564,1.93100,5.75278,5.65862,1.90983,1.72708,1.30384,13.29433,3.12798,4.09459,7.14294,4.57198,2.37393,6.27750,4.73350,2.80208,2.38008,3.41330,3.07420,5.96046,6.24943,2.96973,4.93123,4.78524,5.04010,2.61521,3.75472,3.94701,4.16120,5.12504,2.75414,6.96267,3.58856,1.84631,3.03875,3.85134,3.02097,3.86586,0.79535,4.44564,5.11585,5.04891,4.04503,4.60179,3.73224,5.63716,5.97282,2.42191,4.33173,5.03027,20.26768,4.57042,4.22633,3.01727,4.21267,5.47784,
5.000,4.92944,3.95844,6.59718,4.24086,6.35462,4.73511,3.13386,4.92463,4.35923,2.92575,2.87861,7.31310,3.94111,4.96378,5.87603,2.17661,3.24400,5.16212,3.98183,2.15206,2.08634,5.94863,7.21083,4.11674,5.11792,4.73180,10.35599,5.01723,1.95108,11.62986,5.57212,5.54991,4.24581,4.81465,2.85224,3.83534,7.98163,3.50929,7.02619,4.43411,6.89121,4.92645,5.31997,8.26326,6.89171,3.99720,7.54746,6.18418,4.39134,1.89219,1.20713,11.23599,4.88666,4.29304,9.05528,3.09282,3.63985,8.14826,6.14627,4.11306,4.37406,2.37886,1.26478,8.82139,8.74145,2.41911,5.20442,3.60086,6.52773,2.33495,3.73789,2.78335,3.98917,6.67072,3.96681,5.89282,3.76168,2.12173,2.88140,5.67307,4.08308,2.90636,1.94949,5.84157,7.89304,5.32937,4.08855,5.67762,4.74342,7.45331,4.42497,4.01046,3.33127,4.20583,19.33460,5.31259,4.35153,4.63355,4.68328,4.27706,
6.000,4.08907,3.63155,6.23805,4.30641,5.04265,3.86704,5.01687,5.01125,3.81259,4.41319,3.95845,9.03893,2.33906,3.05076,7.45539,2.86552,3.80919,4.43073,4.73823,4.53302,4.11833,6.47167,4.85142,6.84382,8.04795,3.77638,8.96140,4.05987,3.64931,8.64299,4.23065,4.19683,4.20244,4.65139,4.89300,4.70640,9.78415,4.62830,8.56715,5.42980,9.00977,6.54253,6.55743,9.25191,7.45325,20.19006,6.31252,5.51906,1.90671,3.36289,2.17857,9.18208,4.01574,5.28799,9.96562,5.02634,4.40792,9.76318,5.58210,4.24847,4.71887,3.74717,3.40156,6.19432,8.64701,2.39414,7.57176,4.11941,7.06714,3.60622,3.43738,3.79252,4.91755,5.01467,2.16691,5.09206,2.79275,1.88415,2.88467,6.68336,3.72170,3.21399,2.49846,4.81267,5.02195,5.83943,2.66316,7.52642,7.03849,6.02231,5.79445,4.19744,2.21793,5.07920,20.56420,3.68229,5.30023,5.66172,6.51429,5.08520,
7.000,5.70954,5.47277,8.28814,4.18788,6.66109,6.30468,5.39568,3.35872,2.57146,6.34695,4.63626,8.43483,3.13778,5.04539,8.81295,1.38900,6.69031,4.70237,3.27559,11.14779,6.16380,5.08753,3.26737,7.19861,8.31153,4.80512,11.17565,5.11782,2.72790,10.09676,3.60387,5.09832,5.75777,6.11962,3.53663,5.80704,8.87817,6.06698,7.61440,4.91641,11.20568,9.54603,8.40108,6.83282,8.40354,19.82350,6.97359,5.96407,3.77617,5.36909,2.91416,11.35106,5.36973,6.56801,7.52367,2.71149,3.10925,7.78960,7.47559,4.51266,7.15649,4.87452,4.28887,6.79222,10.35422,1.65237,6.61897,1.83654,8.00585,5.39142,5.78236,4.71287,5.45572,5.28583,4.02976,6.70207,3.84866,3.74046,3.94177,6.90050,4.86169,2.99835,3.65594,7.19275,7.28658,4.31448,2.39022,5.56761,7.24320,7.05660,7.30445,5.61898,4.23613,3.41746,20.32143,4.29127,4.72098,4.22091,7.97303,7.38999,
8.000,4.75049,6.06529,6.68472,5.44686,9.15331,5.66809,6.87430,2.54318,3.36130,6.68639,5.69824,10.04587,3.17805,6.33871,10.83062,2.53033,7.45872,3.39683,4.24823,9.57839,5.02810,5.75922,2.86557,4.87470,7.98338,6.74842,9.87719,6.71094,2.35815,10.52318,3.54394,4.16257,4.78797,5.87811,2.97346,7.31990,6.35357,6.94774,9.23502,5.60137,12.52793,11.75054,7.92884,5.95886,6.60312,17.41255,8.28585,6.81233,3.03199,3.42895,4.62515,13.69417,6.64298,4.91552,10.38237,5.08358,3.71957,9.49317,5.37594,4.72856,6.82702,5.24940,3.13948,7.93926,11.77662,3.46488,5.84369,2.98549,9.34885,3.67216,5.64366,6.37963,4.18477,6.30724,3.63667,7.57673,4.00993,4.21445,3.31507,5.58848,6.47721,2.64081,3.13273,6.30127,8.97273,4.68402,2.32257,6.52938,9.32681,5.99993,6.47394,3.96444,3.06154,4.07319,20.59312,6.06681,5.49994,3.43706,8.48909,7.09922,
9.000,3.38871,5.41779,3.87866,6.34421,9.52080,3.50379,6.28273,2.01645,2.82017,7.36572,5.45704,11.91383,4.49429,4.39718,13.25098,0.73289,7.91294,3.34738,6.40974,10.54496,4.43345,7.19983,4.88211,2.57443,10.81262,8.93721,9.73841,8.44970,3.22978,12.48669,2.03860,5.64796,3.80107,6.93381,4.37334,7.92023,8.01050,8.68306,11.61402,5.61260,12.06772,12.46702,9.78445,4.48848,9.23158,18.94184,10.15377,6.89459,4.06123,2.39088,6.28558,12.53845,8.31960,6.44819,9.04460,5.23020,2.00356,10.81648,6.90128,3.05558,6.85248,6.77728,1.88451,9.75948,27.92774,4.42647,4.40933,2.17958,9.70503,3.29921,6.94754,8.22535,2.17783,5.90610,2.47650,6.26901,5.98864,4.23405,3.05552,5.45264,35.52535,2.74836,1.20506,6.56438,8.31202,4.59997,4.03264,8.50042,7.41762,3.33006,6.93201,5.36967,3.36317,6.71762,22.90759,5.92401,3.57663,2.45439,7.13466,6.86122,
10.000,4.03061,5.37874,2.02198,6.99785,8.01588,2.83343,7.74771,3.93857,3.43892,9.25421,4.96492,12.74980,2.57892,3.19679,15.30047,2.09528,10.32390,4.85677,4.39825,11.57372,5.24143,5.48812,4.78209,4.98164,8.93945,10.84841,11.17871,10.69463,2.54932,14.57098,3.47435,4.54782,4.30330,8.36332,2.58973,8.56257,6.53855,10.99625,9.62261,3.36236,13.36489,11.78784,11.30191,6.86243,10.85943,16.35101,8.48365,6.00828,5.18630,0.70245,4.65970,12.75729,9.70718,4.58390,10.01271,6.06195,1.77922,9.64698,6.29078,2.06522,4.51472,4.87766,2.58215,9.38188,29.44277,4.03128,5.88974,1.29584,9.77084,5.46801,7.07167,9.99715,2.48105,4.77374,2.30680,8.76565,7.75351,5.29405,4.87658,6.47600,34.23850,4.65533,2.21794,4.30275,6.53107,3.06504,3.44861,10.41625,9.17372,5.91661,6.82851,3.76067,5.73872,8.46680,23.52723,7.26490,3.72545,3.96685,8.06952,7.34321,
