Position,XY,XZ,YZ,
771,0.85987,0.82664,0.81251,
772,0.86212,0.82275,0.81265,
773,0.86459,0.81971,0.81269,
774,0.86701,0.81632,0.81307,
775,0.86925,0.81221,0.81260,
776,0.87115,0.80787,0.81155,
777,0.87230,0.80314,0.81126,
778,0.87338,0.79920,0.81214,
779,0.87411,0.79586,0.81340,
780,0.87471,0.79250,0.81468,
781,0.87514,0.78922,0.81648,
782,0.87564,0.78536,0.81853,
783,0.87592,0.78082,0.82054,
784,0.87584,0.77618,0.82169,
785,0.87560,0.77304,0.82235,
786,0.87614,0.77157,0.82295,
787,0.87681,0.77044,0.82369,
788,0.87715,0.76945,0.82554,
789,0.87703,0.76899,0.82787,
790,0.87671,0.76960,0.83050,
791,0.87621,0.77013,0.83312,
792,0.87578,0.77171,0.83549,
793,0.87562,0.77385,0.83720,
794,0.87569,0.77566,0.83865,
795,0.87497,0.77761,0.84056,
796,0.87370,0.77930,0.84222,
797,0.87207,0.78099,0.84346,
798,0.87037,0.78241,0.84438,
799,0.86857,0.78380,0.84566,
800,0.86633,0.78539,0.84714,
801,0.86395,0.78632,0.84860,
802,0.86144,0.78827,0.84935,
803,0.85908,0.79144,0.84945,
804,0.85631,0.79437,0.84936,
805,0.85358,0.79725,0.84878,
806,0.85056,0.80039,0.84838,
807,0.84766,0.80402,0.84726,
808,0.84630,0.80765,0.84530,
809,0.84650,0.81112,0.84290,
810,0.84646,0.81494,0.84080,
811,0.84681,0.81958,0.83875,
812,0.84741,0.82397,0.83826,
813,0.84821,0.82798,0.83869,
814,0.84837,0.83141,0.83903,
815,0.84799,0.83421,0.83902,
816,0.84791,0.83697,0.83836,
817,0.84877,0.83949,0.83705,
818,0.84961,0.84230,0.83571,
819,0.84968,0.84425,0.83503,
820,0.84948,0.84556,0.83469,
821,0.84962,0.84648,0.83467,
822,0.84914,0.84688,0.83532,
823,0.84837,0.84692,0.83569,
824,0.84727,0.84834,0.83561,
825,0.84580,0.85160,0.83542,
826,0.84428,0.85563,0.83507,
827,0.84212,0.85886,0.83534,
828,0.83978,0.86179,0.83561,
829,0.83731,0.86459,0.83607,
830,0.83616,0.86752,0.83751,
831,0.83489,0.86972,0.83925,
832,0.83353,0.87148,0.84048,
833,0.83220,0.87320,0.84181,
834,0.83083,0.87436,0.84315,
835,0.82922,0.87571,0.84417,
836,0.82827,0.87675,0.84518,
837,0.82835,0.87691,0.84595,
838,0.82870,0.87668,0.84600,
839,0.82952,0.87579,0.84521,
840,0.83093,0.87404,0.84409,
841,0.83288,0.87190,0.84289,
842,0.83538,0.87016,0.84150,
843,0.83775,0.86904,0.84086,
844,0.83974,0.86819,0.84110,
845,0.84154,0.86781,0.84167,
846,0.84300,0.86730,0.84193,
847,0.84457,0.86808,0.84215,
848,0.84677,0.86860,0.84308,
849,0.84872,0.86942,0.84336,
850,0.84991,0.87094,0.84286,
851,0.85160,0.87220,0.84183,
852,0.85275,0.87294,0.84113,
853,0.85307,0.87385,0.84122,
854,0.85292,0.87435,0.84272,
855,0.85251,0.87447,0.84434,
856,0.85196,0.87432,0.84581,
857,0.85148,0.87341,0.84681,
858,0.85136,0.87174,0.84711,
859,0.85059,0.87032,0.84759,
860,0.85083,0.86888,0.84778,
861,0.85101,0.86738,0.84718,
862,0.85087,0.86708,0.84589,
863,0.84992,0.86744,0.84445,
864,0.84817,0.86701,0.84213,
865,0.84560,0.86594,0.83987,
866,0.84256,0.86427,0.83812,
867,0.83988,0.86291,0.83594,
868,0.83725,0.86080,0.83443,
869,0.83444,0.85849,0.83276,
870,0.83153,0.85577,0.83237,
871,0.82906,0.85242,0.83216,
872,0.82627,0.84855,0.83227,
873,0.82274,0.84386,0.83229,
874,0.81989,0.83866,0.83163,
875,0.81785,0.83331,0.83016,
876,0.81593,0.82756,0.82838,
877,0.81411,0.82118,0.82623,
878,0.81176,0.81410,0.82419,
879,0.80902,0.80695,0.82236,
880,0.80578,0.80040,0.82022,
881,0.80250,0.79420,0.81867,
882,0.80021,0.78887,0.81699,
883,0.79899,0.78369,0.81498,
884,0.79704,0.77886,0.81320,
885,0.79432,0.77421,0.81137,
886,0.79113,0.77130,0.80927,
887,0.78894,0.76880,0.80686,
888,0.78732,0.76684,0.80523,
889,0.78696,0.76527,0.80419,
890,0.78657,0.76336,0.80479,
891,0.78663,0.76163,0.80599,
892,0.78735,0.75993,0.80791,
893,0.78833,0.75838,0.80974,
894,0.78927,0.75674,0.81214,
895,0.79026,0.75599,0.81475,
896,0.79141,0.75625,0.81720,
897,0.79350,0.75701,0.81976,
898,0.79606,0.75777,0.82154,
899,0.79794,0.75870,0.82249,
900,0.79965,0.76081,0.82312,
901,0.80092,0.76403,0.82345,
902,0.80217,0.76781,0.82390,
903,0.80325,0.77159,0.82487,
904,0.80408,0.77453,0.82620,
905,0.80471,0.77736,0.82812,
906,0.80514,0.78054,0.82973,
907,0.80481,0.78446,0.83092,
908,0.80444,0.78877,0.83190,
909,0.80335,0.79293,0.83323,
910,0.80269,0.79714,0.83475,
911,0.80174,0.80215,0.83616,
912,0.80036,0.80681,0.83710,
913,0.79847,0.81102,0.83758,
914,0.79757,0.81541,0.83841,
915,0.79712,0.81933,0.83880,
916,0.79652,0.82384,0.83856,
917,0.79552,0.82822,0.83816,
918,0.79434,0.83240,0.83729,
919,0.79313,0.83606,0.83701,
920,0.79170,0.83966,0.83658,
921,0.79117,0.84410,0.83611,
922,0.79147,0.84795,0.83682,
923,0.79171,0.85239,0.83758,
924,0.79157,0.85655,0.83783,
925,0.79218,0.86010,0.83778,
926,0.79309,0.86327,0.83705,
927,0.79342,0.86590,0.83592,
928,0.79381,0.86792,0.83566,
929,0.79374,0.86966,0.83553,
930,0.79333,0.87295,0.83509,
931,0.79275,0.87662,0.83525,
932,0.79178,0.88063,0.83606,
933,0.79053,0.88530,0.83724,
934,0.78974,0.88988,0.83842,
935,0.78920,0.89406,0.83903,
936,0.78954,0.89793,0.83930,
937,0.78985,0.90175,0.83909,
938,0.78969,0.90492,0.83881,
939,0.79066,0.90753,0.83877,
940,0.79227,0.90951,0.83896,
941,0.79385,0.91172,0.83940,
942,0.79500,0.91409,0.83975,
943,0.79643,0.91641,0.84059,
944,0.79771,0.92022,0.84251,
945,0.79960,0.92493,0.84545,
946,0.80270,0.92936,0.84840,
947,0.80612,0.93444,0.85045,
948,0.81054,0.93983,0.85189,
949,0.81601,0.94487,0.85330,
950,0.82185,0.94929,0.85523,
951,0.82765,0.95363,0.85772,
952,0.83357,0.95773,0.86013,
953,0.83965,0.96105,0.86358,
954,0.84553,0.96447,0.86767,
955,0.85125,0.96736,0.87244,
956,0.85647,0.97045,0.87715,
957,0.86164,0.97485,0.88133,
958,0.86789,0.97929,0.88507,
959,0.87385,0.98334,0.88846,
960,0.87959,0.98665,0.89185,
961,0.88481,0.98907,0.89556,
962,0.88978,0.99059,0.90034,
963,0.89559,0.99190,0.90598,
964,0.90073,0.99247,0.91107,
965,0.90497,0.99226,0.91595,
966,0.90843,0.99168,0.91998,
967,0.91132,0.99107,0.92349,
968,0.91414,0.99026,0.92643,
969,0.91644,0.98905,0.92852,
970,0.91823,0.98943,0.93062,
971,0.92002,0.98947,0.93201,
972,0.92130,0.98970,0.93257,
973,0.92220,0.98976,0.93306,
974,0.92314,0.98910,0.93325,
975,0.92448,0.98791,0.93306,
976,0.92516,0.98749,0.93227,
977,0.92560,0.98697,0.93145,
978,0.92582,0.98560,0.93041,
979,0.92542,0.98328,0.92857,
980,0.92409,0.98015,0.92647,
981,0.92211,0.97660,0.92396,
982,0.91982,0.97239,0.92145,
983,0.91767,0.96741,0.91858,
984,0.91587,0.96200,0.91545,
985,0.91395,0.95625,0.91187,
986,0.91163,0.95002,0.90742,
987,0.90874,0.94296,0.90237,
988,0.90551,0.93519,0.89684,
989,0.90153,0.92703,0.89188,
990,0.89672,0.91930,0.88661,
991,0.89173,0.91181,0.88049,
992,0.88712,0.90518,0.87416,
993,0.88175,0.89790,0.86800,
994,0.87653,0.89067,0.86300,
995,0.87218,0.88426,0.85712,
996,0.86797,0.87747,0.85053,
997,0.86489,0.87102,0.84582,
998,0.86426,0.86499,0.84284,
999,0.80355,0.83023,0.81694,
