0.000,69.12569,0.69126
1.000,131.37960,1.31380
2.000,206.07029,2.06070
3.000,257.41282,2.57413
4.000,327.97748,3.27977
5.000,455.84655,4.55847
6.000,517.70684,5.17707
7.000,612.07695,6.12077
8.000,690.83001,6.90830
9.000,710.56938,7.10569
10.000,772.60932,7.72609
11.000,788.07746,7.88077
12.000,895.61214,8.95612
13.000,966.92766,9.66928
14.000,973.40056,9.73401
15.000,923.21261,9.23213
16.000,984.03288,9.84033
17.000,1046.80601,10.46806
18.000,1113.05036,11.13050
19.000,1135.84530,11.35845
20.000,1177.11646,11.77116
21.000,1263.46387,12.63464
22.000,1283.93819,12.83938
23.000,1371.46744,13.71467
24.000,1383.28912,13.83289
25.000,1416.41018,14.16410
26.000,1449.35801,14.49358
27.000,1518.63713,15.18637
28.000,1596.78492,15.96785
29.000,1597.37222,15.97372
30.000,1654.72307,16.54723
31.000,1704.84316,17.04843
32.000,1695.60920,16.95609
33.000,1670.97010,16.70970
34.000,1809.85033,18.09850
35.000,1834.87076,18.34871
36.000,1814.42417,18.14424
37.000,1888.12795,18.88128
38.000,2013.18190,20.13182
39.000,1996.53630,19.96536
40.000,2056.60091,20.56601
41.000,2185.24432,21.85244
42.000,2310.73150,23.10731
43.000,2354.54814,23.54548
44.000,2389.24917,23.89249
45.000,2369.94343,23.69943
46.000,2428.74135,24.28741
47.000,2394.47629,23.94476
48.000,2311.23906,23.11239
49.000,2404.77793,24.04778
50.000,2383.74873,23.83749
51.000,2429.67156,24.29672
52.000,2443.56134,24.43561
53.000,2590.42668,25.90427
54.000,2565.77298,25.65773
55.000,2646.18510,26.46185
56.000,2687.79601,26.87796
57.000,2707.98435,27.07984
58.000,2839.64966,28.39650
59.000,3007.79178,30.07792
60.000,3090.23337,30.90233
61.000,3181.47807,31.81478
62.000,3262.86025,32.62860
63.000,3340.54023,33.40540
64.000,3393.08266,33.93083
65.000,3479.63876,34.79639
66.000,3512.83415,35.12834
67.000,3481.98262,34.81983
68.000,3589.04893,35.89049
69.000,3533.63338,35.33633
70.000,3543.14994,35.43150
71.000,3627.82008,36.27820
72.000,3625.84897,36.25849
73.000,3713.36210,37.13362
74.000,3813.68579,38.13686
75.000,3906.97004,39.06970
76.000,3961.47602,39.61476
77.000,4070.15544,40.70155
78.000,4060.83918,40.60839
79.000,4130.34816,41.30348
80.000,4110.13815,41.10138
81.000,4165.91837,41.65918
82.000,4115.27299,41.15273
83.000,4060.66217,40.60662
84.000,4200.33104,42.00331
85.000,4314.40989,43.14410
86.000,4366.70462,43.66705
87.000,4296.58383,42.96584
88.000,4348.41398,43.48414
89.000,4354.56603,43.54566
90.000,4375.55386,43.75554
91.000,4292.90746,42.92907
92.000,4381.50597,43.81506
93.000,4325.88395,43.25884
94.000,4428.54211,44.28542
95.000,4410.42598,44.10426
96.000,4491.34292,44.91343
97.000,4487.72556,44.87726
98.000,4473.40457,44.73405
99.000,4560.54747,45.60547
100.000,4696.56674,46.96567
101.000,4783.54054,47.83541
102.000,4783.20621,47.83206
103.000,4745.75938,47.45759
104.000,4791.18227,47.91182
105.000,4853.69961,48.53700
106.000,4853.60467,48.53605
107.000,4710.95575,47.10956
108.000,4876.90295,48.76903
109.000,4904.55146,49.04551
110.000,4980.75343,49.80753
111.000,5080.67038,50.80670
112.000,5051.36854,50.51369
113.000,5096.34011,50.96340
114.000,5247.98266,52.47983
115.000,5361.75763,53.61758
116.000,5351.87532,53.51875
117.000,5303.07670,53.03077
118.000,5377.85748,53.77857
119.000,5404.87122,54.04871
120.000,5447.39537,54.47395
121.000,5347.97426,53.47974
122.000,5354.96624,53.54966
123.000,5367.99732,53.67997
124.000,5508.84245,55.08842
125.000,5552.45056,55.52451
126.000,5433.06759,54.33068
127.000,5432.14422,54.32144
