0.0,559
0.0,559
0.0,559
0.0,559
0.0,559
0.0,559
0.0,559
0.0,559
0.0,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.1,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.2,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.3,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.4,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.5,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,559
0.6,560
0.6,560
0.7,560
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,561
0.7,562
0.7,562
0.7,562
0.8,562
0.8,562
0.8,562
0.8,562
0.8,562
0.8,562
0.8,562
0.8,562
0.8,562
0.8,562
0.8,563
0.8,563
0.8,563
0.8,563
0.8,563
0.8,563
0.8,563
0.8,563
0.9,563
0.9,563
0.9,563
0.9,563
0.9,563
0.9,563
0.9,564
0.9,564
0.9,564
0.9,564
0.9,564
0.9,564
0.9,564
0.9,564
0.9,564
0.9,564
0.9,564
0.9,565
1.0,565
1.0,565
1.0,565
1.0,565
1.0,565
1.0,565
1.0,565
1.0,565
1.0,565
1.0,566
1.0,566
1.0,566
1.0,566
1.0,566
1.0,566
1.0,566
1.0,566
1.0,566
1.1,566
1.1,566
1.1,567
1.1,567
1.1,567
1.1,567
1.1,567
1.1,567
1.1,567
1.1,567
1.1,567
1.1,568
1.1,568
1.1,568
1.1,568
1.1,568
1.1,568
1.1,568
